subject,trial_number,staircase_number,fixation_duration_ms,target_duration_ms,target_type,target_contrast,mask_duration_ms,objective_response,objective_response_time_ms,subjective_response,subjective_response_time_ms
0167,0,0,550.0,33.333333333333336,stimulus_0,0.4,33.333333333333336,stimulus_1,1.8120880126953125,1,1.9555628299713135,
0167,1,0,500.00000000000006,33.333333333333336,stimulus_1,0.6431098143584852,33.333333333333336,stimulus_1,1.6962299346923828,1,2.04825496673584,
0167,2,0,683.3333333333334,33.333333333333336,stimulus_0,0.5620020274253117,33.333333333333336,stimulus_1,0.9505419731140137,1,1.9568159580230713,
0167,3,0,533.3333333333334,33.333333333333336,stimulus_1,0.6689076648463054,33.333333333333336,stimulus_0,0.7014720439910889,1,0.5272529125213623,
0167,4,0,550.0,33.333333333333336,stimulus_0,0.759927801907736,33.333333333333336,stimulus_1,3.1292731761932373,1,0.764092206954956,
0167,5,0,575.0,33.333333333333336,stimulus_0,0.8443657026826292,33.333333333333336,stimulus_0,1.1265869140625,2,0.922745943069458,
0167,6,0,616.6666666666667,33.333333333333336,stimulus_1,0.8115672249510711,33.333333333333336,stimulus_1,2.2352559566497803,2,0.5719101428985596,
0167,7,0,516.6666666666667,33.333333333333336,stimulus_1,0.7886196982140634,33.333333333333336,stimulus_1,1.357511043548584,2,0.5125699043273926,
0167,8,0,591.6666666666667,33.333333333333336,stimulus_1,0.7708232606775844,33.333333333333336,stimulus_1,1.5005040168762207,2,1.1325838565826416,
0167,9,0,725.0,33.333333333333336,stimulus_0,0.755750157590994,33.333333333333336,stimulus_0,2.3745369911193848,2,1.0107460021972656,
0167,10,0,550.0,33.333333333333336,stimulus_1,0.7430850016008737,33.333333333333336,stimulus_1,1.1472399234771729,2,0.7606749534606934,
0167,11,0,591.6666666666667,33.333333333333336,stimulus_0,0.7312771704565275,33.333333333333336,stimulus_0,1.422611951828003,2,0.9190330505371094,
0167,12,0,550.0,33.333333333333336,stimulus_0,0.7206832565064714,33.333333333333336,stimulus_0,0.9491620063781738,2,0.837670087814331,
0167,13,0,633.3333333333334,33.333333333333336,stimulus_1,0.7109622359591583,33.333333333333336,stimulus_1,1.203852891921997,2,0.8640000820159912,
0167,14,0,675.0,33.333333333333336,stimulus_0,0.7018726197786127,33.333333333333336,stimulus_0,1.4595379829406738,3,0.5722920894622803,
0167,15,0,575.0,33.333333333333336,stimulus_1,0.6932361734361013,33.333333333333336,stimulus_1,1.1375088691711426,3,0.5242609977722168,
0167,16,0,600.0,33.333333333333336,stimulus_1,0.6849188795065919,33.333333333333336,stimulus_1,1.284916877746582,3,0.3883531093597412,
0167,17,0,741.6666666666667,33.333333333333336,stimulus_0,0.6768187518108935,33.333333333333336,stimulus_0,1.0012481212615967,3,1.9914300441741943,
0167,18,0,741.6666666666667,33.333333333333336,stimulus_0,0.6693781089311057,33.333333333333336,stimulus_0,0.7350170612335205,3,0.4741370677947998,
0167,19,0,700.0,33.333333333333336,stimulus_1,0.6619623931806167,33.333333333333336,stimulus_1,2.2238919734954834,3,0.7013089656829834,
0167,20,0,541.6666666666667,33.333333333333336,stimulus_0,0.6544856071151881,33.333333333333336,stimulus_0,0.9233100414276123,3,0.5950050354003906,
0167,21,0,516.6666666666667,33.333333333333336,stimulus_1,0.6469125288154547,33.333333333333336,stimulus_1,1.0904479026794434,3,0.5005738735198975,
0167,22,0,625.0,33.333333333333336,stimulus_0,0.6397259008091252,33.333333333333336,stimulus_0,1.091277837753296,3,0.4769291877746582,
0167,23,0,750.0,33.333333333333336,stimulus_1,0.6322685079338324,33.333333333333336,stimulus_1,1.5896308422088623,3,1.4652879238128662,
0167,24,0,741.6666666666667,33.333333333333336,stimulus_1,0.6245227277333891,33.333333333333336,stimulus_1,1.9951629638671875,3,2.182874917984009,
0167,25,0,658.3333333333334,33.333333333333336,stimulus_0,0.6164575450977446,33.333333333333336,stimulus_0,1.3299999237060547,3,1.5918409824371338,
0167,26,0,600.0,33.333333333333336,stimulus_0,0.6086174103163203,33.333333333333336,stimulus_0,0.8067929744720459,3,0.43718600273132324,
0167,27,0,741.6666666666667,33.333333333333336,stimulus_1,0.6004104187351196,33.333333333333336,stimulus_1,0.8547282218933105,3,0.5291540622711182,
0167,28,0,516.6666666666667,33.333333333333336,stimulus_0,0.5917897341713563,33.333333333333336,stimulus_0,0.7911419868469238,3,0.4029099941253662,
0167,29,0,591.6666666666667,33.333333333333336,stimulus_1,0.5828325503613019,33.333333333333336,stimulus_1,1.121000051498413,3,1.4877288341522217,
0167,30,0,750.0,33.333333333333336,stimulus_0,0.5735806194172235,33.333333333333336,stimulus_0,1.0569369792938232,3,0.5308539867401123,
0167,31,0,600.0,33.333333333333336,stimulus_1,0.5640796007526653,33.333333333333336,stimulus_1,1.7976109981536865,3,3.2073099613189697,
0167,32,0,566.6666666666667,33.333333333333336,stimulus_1,0.5543590253537134,33.333333333333336,stimulus_1,0.9077601432800293,3,0.39095115661621094,
0167,33,0,541.6666666666667,33.333333333333336,stimulus_0,0.5444157069339621,33.333333333333336,stimulus_0,0.8561851978302002,3,1.4376370906829834,
0167,34,0,608.3333333333334,33.333333333333336,stimulus_1,0.5342108701846443,33.333333333333336,stimulus_1,1.7955398559570312,3,0.7822070121765137,
0167,35,0,591.6666666666667,33.333333333333336,stimulus_0,0.5236839507006472,33.333333333333336,stimulus_0,0.9140851497650146,3,0.39419007301330566,
0167,36,0,608.3333333333334,33.333333333333336,stimulus_1,0.5127804174182791,33.333333333333336,stimulus_1,3.2370519638061523,3,0.5314860343933105,
0167,37,0,683.3333333333334,33.333333333333336,stimulus_1,0.5014849175551761,33.333333333333336,stimulus_1,1.033926010131836,3,0.4288210868835449,
0167,38,0,683.3333333333334,33.333333333333336,stimulus_0,0.48983653282541484,33.333333333333336,stimulus_0,0.7581539154052734,3,0.3914608955383301,
0167,39,0,716.6666666666667,33.333333333333336,stimulus_0,0.47789490403398216,33.333333333333336,stimulus_0,1.6433911323547363,3,1.2802860736846924,
0167,0,1,625.0,33.333333333333336,stimulus_0,0.4,33.333333333333336,stimulus_0,0.7587499618530273,3,1.109787940979004,
0167,1,1,625.0,33.333333333333336,stimulus_1,0.2509879745459487,33.333333333333336,stimulus_1,1.063291072845459,3,1.6201140880584717,
0167,2,1,591.6666666666667,33.333333333333336,stimulus_1,0.15302949805965513,33.333333333333336,stimulus_1,2.3364901542663574,1,0.43410205841064453,
0167,3,1,750.0,33.333333333333336,stimulus_0,0.07447047493079645,33.333333333333336,stimulus_0,0.9247050285339355,3,1.7188990116119385,
0167,4,1,625.0,33.333333333333336,stimulus_0,0.01,33.333333333333336,stimulus_1,1.3568859100341797,1,0.5880599021911621,
0167,5,1,700.0,33.333333333333336,stimulus_1,0.1153395389209863,33.333333333333336,stimulus_1,1.0235490798950195,3,0.5860888957977295,
0167,6,1,525.0,33.333333333333336,stimulus_1,0.08765518823841861,33.333333333333336,stimulus_1,2.192685127258301,2,0.4750030040740967,
0167,7,1,641.6666666666667,33.333333333333336,stimulus_0,0.0645285831773651,33.333333333333336,stimulus_0,1.5365300178527832,2,0.7260010242462158,
0167,8,1,566.6666666666667,33.333333333333336,stimulus_0,0.04384644936456128,33.333333333333336,stimulus_0,2.1912219524383545,2,0.5098898410797119,
0167,9,1,683.3333333333334,33.333333333333336,stimulus_1,0.02561117919315764,33.333333333333336,stimulus_1,1.4140288829803467,1,0.9007940292358398,
0167,10,1,691.6666666666667,33.333333333333336,stimulus_1,0.01,33.333333333333336,stimulus_1,0.9339349269866943,1,0.4847738742828369,
0167,11,1,516.6666666666667,33.333333333333336,stimulus_0,0.01,33.333333333333336,stimulus_0,1.3107130527496338,1,0.3724830150604248,
0167,12,1,716.6666666666667,33.333333333333336,stimulus_0,0.01,33.333333333333336,stimulus_0,2.346083164215088,1,1.4389228820800781,
0167,13,1,650.0,33.333333333333336,stimulus_0,0.01,33.333333333333336,stimulus_1,4.264214038848877,1,1.6836419105529785,
0167,14,1,508.33333333333337,33.333333333333336,stimulus_1,0.010662478168050826,33.333333333333336,stimulus_1,3.328507900238037,1,1.5456101894378662,
0167,15,1,616.6666666666667,33.333333333333336,stimulus_1,0.01,33.333333333333336,stimulus_1,2.611891984939575,1,2.1447110176086426,
0167,16,1,500.00000000000006,33.333333333333336,stimulus_1,0.01,33.333333333333336,stimulus_0,2.3246428966522217,1,0.4116170406341553,
0167,17,1,625.0,33.333333333333336,stimulus_0,0.016982471803708266,33.333333333333336,stimulus_1,2.320223093032837,1,2.0706470012664795,
0167,18,1,700.0,33.333333333333336,stimulus_1,0.035842883519231705,33.333333333333336,stimulus_0,2.7020609378814697,1,0.42133593559265137,
0167,19,1,700.0,33.333333333333336,stimulus_0,0.05352991109294608,33.333333333333336,stimulus_0,2.1406660079956055,2,0.5234010219573975,
0167,20,1,658.3333333333334,33.333333333333336,stimulus_1,0.04736034386687327,33.333333333333336,stimulus_1,1.4211561679840088,2,2.3908979892730713,
0167,21,1,575.0,33.333333333333336,stimulus_0,0.04182809852335467,33.333333333333336,stimulus_0,1.055055856704712,2,0.5631699562072754,
0167,22,1,658.3333333333334,33.333333333333336,stimulus_1,0.036429522420110716,33.333333333333336,stimulus_1,1.1744019985198975,2,0.4328300952911377,
0167,23,1,741.6666666666667,33.333333333333336,stimulus_0,0.03151711119299633,33.333333333333336,stimulus_0,2.1421360969543457,2,0.41144680976867676,
0167,24,1,583.3333333333334,33.333333333333336,stimulus_0,0.02666279741722094,33.333333333333336,stimulus_0,1.117691993713379,1,0.4171569347381592,
0167,25,1,583.3333333333334,33.333333333333336,stimulus_0,0.02221119022993656,33.333333333333336,stimulus_1,2.743124008178711,1,1.1091861724853516,
0167,26,1,500.00000000000006,33.333333333333336,stimulus_1,0.03392088024776696,33.333333333333336,stimulus_1,1.9802618026733398,1,0.6908931732177734,
0167,27,1,525.0,33.333333333333336,stimulus_1,0.029612261358908876,33.333333333333336,stimulus_1,1.0344231128692627,2,0.9493029117584229,
0167,28,1,558.3333333333334,33.333333333333336,stimulus_1,0.025633559704758835,33.333333333333336,stimulus_0,1.70113205909729,1,0.4030628204345703,
0167,29,1,691.6666666666667,33.333333333333336,stimulus_0,0.03645947610248884,33.333333333333336,stimulus_0,0.9023540019989014,2,0.9386148452758789,
0167,30,1,591.6666666666667,33.333333333333336,stimulus_0,0.032869179292693895,33.333333333333336,stimulus_0,1.011314868927002,2,0.5772387981414795,
0167,31,1,658.3333333333334,33.333333333333336,stimulus_1,0.02921012457663419,33.333333333333336,stimulus_1,1.0227689743041992,2,0.7923500537872314,
0167,32,1,566.6666666666667,33.333333333333336,stimulus_1,0.02581324603957813,33.333333333333336,stimulus_1,2.251904010772705,2,0.7867648601531982,
0167,33,1,733.3333333333334,33.333333333333336,stimulus_0,0.022614564083631106,33.333333333333336,stimulus_0,1.0599818229675293,1,0.356701135635376,
0167,34,1,616.6666666666667,33.333333333333336,stimulus_1,0.019322089016778232,33.333333333333336,stimulus_0,1.7110681533813477,2,0.6197910308837891,
0167,35,1,525.0,33.333333333333336,stimulus_0,0.027863900993627566,33.333333333333336,stimulus_1,4.4711620807647705,1,0.7600491046905518,
0167,36,1,658.3333333333334,33.333333333333336,stimulus_0,0.03624941139146981,33.333333333333336,stimulus_1,1.0261571407318115,1,0.4253091812133789,
0167,37,1,716.6666666666667,33.333333333333336,stimulus_1,0.04452218693275578,33.333333333333336,stimulus_1,1.1021130084991455,2,0.7753250598907471,
0167,38,1,500.00000000000006,33.333333333333336,stimulus_1,0.04159233763295467,33.333333333333336,stimulus_1,1.4105730056762695,2,0.5430829524993896,
0167,39,1,541.6666666666667,33.333333333333336,stimulus_0,0.038760368240005394,33.333333333333336,stimulus_1,1.8656399250030518,2,3.699552059173584,
0167,0,2,733.3333333333334,33.333333333333336,stimulus_0,0.4,33.333333333333336,stimulus_0,2.091710090637207,3,1.0017280578613281,
0167,1,2,516.6666666666667,33.333333333333336,stimulus_0,0.2509879745459487,33.333333333333336,stimulus_0,1.157829999923706,3,0.6990139484405518,
0167,2,2,608.3333333333334,33.333333333333336,stimulus_1,0.15302949805965513,33.333333333333336,stimulus_1,1.004486083984375,3,0.4648919105529785,
0167,3,2,683.3333333333334,33.333333333333336,stimulus_1,0.07447047493079645,33.333333333333336,stimulus_1,1.963007926940918,2,0.6774921417236328,
0167,4,2,558.3333333333334,33.333333333333336,stimulus_1,0.01,33.333333333333336,stimulus_1,2.3721320629119873,1,0.4913167953491211,
0167,5,2,608.3333333333334,33.333333333333336,stimulus_0,0.01,33.333333333333336,stimulus_1,0.9452462196350098,1,0.4647538661956787,
0167,6,2,725.0,33.333333333333336,stimulus_0,0.07052923220481583,33.333333333333336,stimulus_0,0.7372879981994629,2,1.3722138404846191,
0167,7,2,525.0,33.333333333333336,stimulus_1,0.04657433209187717,33.333333333333336,stimulus_1,1.0362670421600342,2,0.47611403465270996,
0167,8,2,616.6666666666667,33.333333333333336,stimulus_0,0.02673196139095757,33.333333333333336,stimulus_1,1.055325984954834,1,0.3444678783416748,
0167,9,2,608.3333333333334,33.333333333333336,stimulus_0,0.07164077160331156,33.333333333333336,stimulus_0,0.6873841285705566,2,0.8613219261169434,
0167,10,2,733.3333333333334,33.333333333333336,stimulus_1,0.05739514180059857,33.333333333333336,stimulus_1,2.0515501499176025,2,0.8784840106964111,
0167,11,2,541.6666666666667,33.333333333333336,stimulus_1,0.045188024443374164,33.333333333333336,stimulus_1,1.15267014503479,3,0.6848328113555908,
0167,12,2,591.6666666666667,33.333333333333336,stimulus_1,0.03439185683395496,33.333333333333336,stimulus_1,1.4217078685760498,3,0.4071319103240967,
0167,13,2,625.0,33.333333333333336,stimulus_0,0.023970080562048635,33.333333333333336,stimulus_0,0.93398118019104,3,0.47190403938293457,
0167,14,2,566.6666666666667,33.333333333333336,stimulus_0,0.014380113975873132,33.333333333333336,stimulus_1,0.9903991222381592,1,0.4852719306945801,
0167,15,2,666.6666666666667,33.333333333333336,stimulus_1,0.03667163969935927,33.333333333333336,stimulus_1,1.101140022277832,1,1.5643599033355713,
0167,16,2,633.3333333333334,33.333333333333336,stimulus_0,0.02910535482275345,33.333333333333336,stimulus_1,1.4024670124053955,1,0.6384849548339844,
0167,17,2,725.0,33.333333333333336,stimulus_1,0.048454535925957,33.333333333333336,stimulus_1,0.9469931125640869,2,0.7615861892700195,
0167,18,2,666.6666666666667,33.333333333333336,stimulus_0,0.04186799726903606,33.333333333333336,stimulus_0,1.502357006072998,2,1.6735541820526123,
0167,19,2,550.0,33.333333333333336,stimulus_1,0.03555340880526359,33.333333333333336,stimulus_1,0.8765408992767334,2,0.959752082824707,
0167,20,2,641.6666666666667,33.333333333333336,stimulus_1,0.029848621363783634,33.333333333333336,stimulus_1,0.994575023651123,1,0.8382489681243896,
0167,21,2,533.3333333333334,33.333333333333336,stimulus_1,0.024336057295800684,33.333333333333336,stimulus_1,1.59633207321167,1,0.5957000255584717,
0167,22,2,500.00000000000006,33.333333333333336,stimulus_0,0.018917202919846776,33.333333333333336,stimulus_0,1.9514517784118652,1,1.0496559143066406,
0167,23,2,508.33333333333337,33.333333333333336,stimulus_0,0.01397202112468493,33.333333333333336,stimulus_0,0.7498898506164551,1,0.3993518352508545,
0167,24,2,725.0,33.333333333333336,stimulus_0,0.01,33.333333333333336,stimulus_1,4.3652260303497314,1,2.5947399139404297,
0167,25,2,725.0,33.333333333333336,stimulus_1,0.02157938516593083,33.333333333333336,stimulus_1,0.9716181755065918,1,0.41831016540527344,
0167,26,2,716.6666666666667,33.333333333333336,stimulus_0,0.01719175281548785,33.333333333333336,stimulus_0,0.6766879558563232,1,0.5191590785980225,
0167,27,2,700.0,33.333333333333336,stimulus_1,0.013147597737366346,33.333333333333336,stimulus_0,1.2920548915863037,1,0.41475486755371094,
0167,28,2,533.3333333333334,33.333333333333336,stimulus_0,0.023768443903403713,33.333333333333336,stimulus_0,1.9530279636383057,1,0.4351029396057129,
0167,29,2,558.3333333333334,33.333333333333336,stimulus_1,0.019839173529203336,33.333333333333336,stimulus_0,1.5032658576965332,1,1.128544807434082,
0167,30,2,658.3333333333334,33.333333333333336,stimulus_1,0.029876459592122595,33.333333333333336,stimulus_1,1.2869248390197754,2,0.6956319808959961,
0167,31,2,558.3333333333334,33.333333333333336,stimulus_0,0.02634948789612812,33.333333333333336,stimulus_1,5.7357800006866455,1,1.3998939990997314,
0167,32,2,725.0,33.333333333333336,stimulus_1,0.035939161473600545,33.333333333333336,stimulus_1,1.3624341487884521,2,0.5062720775604248,
0167,33,2,650.0,33.333333333333336,stimulus_0,0.032745873066515996,33.333333333333336,stimulus_0,2.5551440715789795,1,0.5352449417114258,
0167,34,2,725.0,33.333333333333336,stimulus_0,0.02946510489155585,33.333333333333336,stimulus_0,0.7822380065917969,2,0.42415499687194824,
0167,35,2,558.3333333333334,33.333333333333336,stimulus_1,0.02640350589835172,33.333333333333336,stimulus_1,0.9704680442810059,2,0.8537189960479736,
0167,36,2,541.6666666666667,33.333333333333336,stimulus_0,0.023519101002598686,33.333333333333336,stimulus_0,1.453646183013916,2,0.579974889755249,
0167,37,2,616.6666666666667,33.333333333333336,stimulus_1,0.020546469449178484,33.333333333333336,stimulus_0,5.159724950790405,1,0.7064511775970459,
0167,38,2,733.3333333333334,33.333333333333336,stimulus_0,0.028201209019084572,33.333333333333336,stimulus_0,0.692270040512085,2,0.5828769207000732,
0167,39,2,633.3333333333334,33.333333333333336,stimulus_1,0.025524690354116197,33.333333333333336,stimulus_1,0.9644069671630859,2,0.5012519359588623,
0167,0,3,666.6666666666667,33.333333333333336,stimulus_0,0.4,33.333333333333336,stimulus_0,1.9123389720916748,3,0.6844730377197266,
0167,1,3,525.0,33.333333333333336,stimulus_1,0.2509879745459487,33.333333333333336,stimulus_1,1.7100830078125,3,0.9037578105926514,
0167,2,3,591.6666666666667,33.333333333333336,stimulus_1,0.15302949805965513,33.333333333333336,stimulus_1,1.4199490547180176,3,0.5203559398651123,
0167,3,3,708.3333333333334,33.333333333333336,stimulus_0,0.07447047493079645,33.333333333333336,stimulus_0,1.3393089771270752,3,1.005035161972046,
